Cap-shape, Cap-surface, Cap-color, Bruises, Odor, Gill-attachment, Gill-spacing, Gill-size, Gill-color, Stalk-shape, Stalk-root, Stalk-surface-above-ring, Stalk-surface-below-ring, Stalk-color-above-ring, Stalk-color-below-ring, Veil-type, Veil-color,Ring-number,Ring-type,Spore-print-color,Population,Habitat,Class
4,1,1,2,4,1,1,0,6,0,1,3,1,6,6,0,2,0,3,1,2,0,1
2,1,2,1,3,1,0,0,3,0,1,2,1,6,6,0,2,0,2,1,2,1,1
5,1,7,2,5,1,0,0,10,0,3,4,2,8,9,1,4,1,5,1,2,1,0
5,2,8,1,0,1,0,0,5,0,2,3,1,5,7,1,2,1,4,2,2,3,1
5,1,2,1,2,1,0,0,6,0,1,3,1,5,5,0,3,0,4,1,3,1,0
2,1,3,1,4,1,0,0,4,0,2,3,1,8,8,0,2,0,2,2,1,1,0
2,1,2,0,1,1,0,0,3,0,0,1,1,2,2,0,1,0,2,1,2,1,1
2,1,2,1,3,1,0,0,2,0,1,2,1,4,5,0,2,0,1,3,1,1,1
5,1,8,1,3,1,0,0,4,0,2,2,1,6,7,1,2,0,2,2,1,2,0
7,3,3,2,2,2,0,0,8,0,1,4,2,6,7,0,3,1,6,2,4,2,0
7,5,6,1,3,1,0,0,2,1,0,4,2,6,11,1,3,1,4,7,6,4,0
3,1,3,1,4,1,0,0,6,0,2,2,2,4,5,1,2,0,4,1,2,0,0
7,1,5,2,5,1,1,1,8,0,2,4,2,5,6,1,3,1,5,1,3,3,0
3,2,2,1,4,1,0,0,4,0,1,2,1,6,7,0,2,0,3,3,2,1,0
5,1,3,1,2,1,0,0,4,0,1,2,1,3,3,1,2,0,2,1,2,1,1
4,2,1,2,4,1,0,0,8,0,1,3,2,6,7,0,3,1,5,2,4,2,0
4,2,3,1,3,1,0,0,3,0,1,2,1,5,6,0,2,0,2,3,2,1,0
2,0,5,1,3,1,0,0,6,0,2,2,1,5,6,0,2,1,3,1,1,0,0
7,2,2,2,3,1,1,0,8,0,1,4,2,5,6,0,3,1,5,2,4,0,1
5,2,2,2,4,1,1,0,8,0,1,4,2,4,5,0,3,1,5,1,3,0,1
5,2,5,1,1,1,0,0,2,0,0,2,1,3,6,0,2,1,2,3,3,1,0
3,1,4,1,0,1,0,0,2,0,0,2,0,2,3,0,1,0,2,1,2,1,1
2,1,3,1,2,1,0,0,6,0,2,2,1,5,6,0,2,1,4,2,2,3,1
4,1,9,1,1,1,0,1,5,0,2,2,1,5,6,1,2,1,2,1,1,0,0
2,1,3,1,1,1,0,0,4,0,1,2,1,4,4,0,1,1,3,1,1,1,0
2,1,2,1,3,1,0,0,3,0,1,2,1,6,6,0,2,0,2,1,2,0,0
3,1,2,1,2,1,0,0,5,0,1,2,1,4,5,0,2,0,4,1,2,1,1
6,2,0,2,7,1,1,0,12,0,2,5,3,7,9,0,4,1,7,3,5,1,1
3,2,0,2,4,1,0,0,3,0,0,3,1,5,6,0,2,0,2,4,3,1,0
2,1,0,1,3,1,0,0,4,0,1,2,1,6,6,0,2,0,3,2,2,1,0
4,1,9,0,0,1,0,0,3,0,1,2,1,3,4,1,1,1,2,2,1,1,1
3,2,2,2,4,1,0,0,9,0,2,3,2,6,8,0,3,1,6,3,4,3,0
3,1,2,1,1,1,0,0,1,0,0,1,0,3,4,0,1,0,1,1,1,0,1
4,1,4,1,3,1,0,0,3,0,1,2,1,6,6,0,2,0,2,1,1,2,1
2,1,2,1,3,1,0,0,4,0,1,2,1,6,7,0,2,0,2,2,2,0,0
5,2,3,1,3,1,0,0,3,0,1,3,1,5,7,0,2,0,3,3,3,1,0
4,2,7,1,3,1,0,0,2,1,1,2,1,5,8,1,2,0,1,3,2,0,1
3,1,0,1,2,1,0,0,4,0,1,2,1,3,4,0,2,1,3,1,3,1,1
5,1,2,2,3,1,1,0,7,0,1,3,1,5,5,0,2,1,5,1,3,0,1
3,1,2,1,3,1,0,0,7,0,2,3,2,6,7,0,3,1,5,2,3,3,0
5,2,3,1,1,1,0,0,4,0,0,2,1,2,3,0,2,1,3,1,3,0,1
2,2,2,1,3,0,1,1,1,1,0,2,1,4,6,1,2,0,1,5,3,1,1
3,4,1,1,4,1,0,1,1,0,0,3,2,6,9,1,3,1,2,7,4,4,1
5,1,7,1,3,1,0,0,5,0,2,3,1,4,5,1,2,0,3,1,2,2,1
1,0,4,0,2,0,0,0,3,0,1,1,1,4,4,0,1,0,1,1,1,0,1
3,1,1,1,4,1,0,0,4,0,1,3,1,6,7,0,3,0,2,2,3,0,1
2,1,5,1,3,1,0,0,7,0,2,3,2,6,7,0,2,1,4,1,2,2,0
4,4,2,1,7,1,1,1,2,1,1,3,1,8,11,1,4,1,0,10,5,4,1
3,1,5,1,3,1,0,0,5,0,2,2,1,5,6,1,2,0,3,1,2,0,0
4,2,0,2,5,2,1,0,10,1,2,4,3,7,9,0,3,1,7,4,5,3,0
3,1,2,1,2,1,0,0,4,0,1,2,1,4,5,0,2,0,3,1,2,0,1
4,2,4,2,4,1,0,0,9,0,3,3,2,7,8,0,3,1,6,1,3,2,0
4,2,0,2,5,2,0,0,11,1,2,4,3,8,9,0,4,1,7,3,5,4,0
1,1,2,1,4,1,0,0,2,0,1,2,1,5,7,0,2,0,1,3,2,1,1
3,1,2,1,3,1,0,0,3,0,1,2,1,4,5,0,2,0,2,2,2,1,1
3,1,5,0,2,0,0,0,2,0,1,2,1,3,5,0,1,1,1,2,1,0,1
3,1,1,1,2,1,0,0,5,0,1,2,1,3,4,0,2,1,3,1,2,1,0
2,1,3,1,2,1,0,0,4,0,2,2,1,7,8,0,2,1,3,2,1,2,0
3,1,9,0,0,1,1,0,4,0,2,2,1,4,5,1,1,1,2,1,1,2,1
2,2,3,1,6,1,0,0,3,0,1,2,1,7,10,1,3,1,1,4,3,1,1
2,1,4,0,0,1,0,0,3,0,1,1,1,3,3,0,1,1,2,1,1,2,1
2,2,1,1,4,1,0,1,1,0,0,2,1,5,6,0,2,0,1,4,2,1,0
9,5,4,2,4,2,0,0,5,0,1,5,2,5,8,0,4,1,5,5,5,2,0
7,2,6,1,3,1,0,0,7,0,2,3,1,4,5,1,3,1,4,1,2,2,0
2,1,4,1,2,0,0,0,3,0,2,2,1,5,6,0,2,0,2,1,1,1,0
3,2,3,1,2,1,0,0,2,0,0,2,1,4,7,0,2,1,2,4,3,2,1
3,1,4,1,3,1,0,0,3,0,1,2,1,4,7,0,2,0,2,2,1,0,0
7,3,1,2,4,2,1,0,10,1,2,5,2,7,8,0,4,1,8,3,6,2,1
4,1,9,1,1,1,0,0,4,0,2,2,1,6,7,1,2,1,2,1,1,1,1
4,2,3,1,5,1,0,0,2,1,1,3,1,8,9,1,3,0,2,5,3,0,1
4,1,2,1,3,1,0,0,6,0,1,3,1,3,4,0,2,1,4,1,2,0,1
3,2,3,1,6,1,0,1,1,1,1,3,1,8,10,1,3,0,1,6,3,2,1
4,3,3,2,7,1,0,1,1,1,1,3,1,8,11,1,3,1,1,6,4,1,1
2,1,1,1,4,1,0,0,6,0,2,3,1,6,7,0,3,0,4,2,3,1,0
3,2,4,1,3,1,0,0,1,0,1,2,1,5,6,0,2,0,1,3,2,0,1
6,2,6,2,4,1,0,0,5,1,1,3,1,4,6,1,3,1,3,3,2,2,1
2,2,1,1,4,1,0,0,2,0,0,2,2,5,7,0,3,1,3,4,3,3,1
6,2,1,2,6,1,1,0,11,0,2,4,3,6,7,0,4,1,7,3,5,2,1
2,1,1,1,2,1,0,0,3,0,1,2,1,5,7,0,2,0,3,3,3,2,1
3,1,0,2,5,1,1,0,6,0,2,3,2,7,8,0,3,1,4,3,3,2,0
2,2,1,1,3,1,0,0,2,0,1,2,1,6,7,0,2,0,2,3,2,2,0
7,3,2,2,5,2,0,0,6,0,0,4,2,5,7,0,4,1,4,3,4,1,0
3,1,4,1,2,1,0,0,3,1,1,2,1,5,6,0,2,0,2,1,2,0,0
2,1,2,1,2,0,0,0,4,0,1,2,1,3,4,0,2,0,2,1,1,0,1
2,0,4,1,3,1,0,0,6,0,2,2,1,7,7,0,2,0,3,1,1,1,1
3,2,5,1,0,1,0,0,2,0,0,2,1,3,5,1,2,1,2,3,2,3,1
2,1,1,1,3,0,0,0,2,0,1,2,1,3,4,0,2,0,2,2,1,1,1
2,1,5,1,1,1,0,0,5,0,2,2,1,6,7,0,2,1,3,2,1,3,0
4,1,2,1,2,1,0,0,4,0,1,3,1,6,7,0,3,0,3,2,3,1,0
3,1,6,1,4,1,0,0,6,0,2,2,1,6,7,0,2,0,3,1,1,0,0
2,1,2,1,5,1,0,0,6,0,2,2,2,6,7,0,2,0,4,2,3,1,1
3,2,3,2,4,1,0,0,10,0,3,3,2,9,10,0,3,1,6,2,4,5,0
4,1,3,1,3,1,0,0,5,0,2,2,1,4,5,0,2,0,3,1,2,1,0
4,1,1,2,6,1,1,0,9,0,2,4,2,7,8,0,3,1,6,2,4,1,0
6,1,6,1,3,1,0,0,6,0,2,3,1,4,6,1,3,0,3,1,2,2,0
3,2,5,1,1,1,0,0,3,0,1,2,1,3,5,0,1,1,3,1,2,2,0
3,1,6,1,3,1,0,0,5,0,2,2,1,8,8,0,2,0,2,1,0,1,0
3,2,5,1,0,1,0,0,2,0,0,2,0,3,5,1,2,1,2,3,2,2,1
4,1,11,1,1,1,0,0,5,0,3,3,1,8,9,0,2,1,3,2,0,2,0
5,3,1,2,6,1,1,0,5,0,0,4,2,6,9,0,4,1,5,5,6,2,1
2,1,3,0,1,1,0,0,2,0,1,1,1,4,5,0,1,1,2,2,1,2,0
7,2,1,2,6,2,1,0,11,0,2,5,3,7,8,0,4,1,7,2,5,0,1
3,1,10,1,3,1,0,0,7,0,4,3,1,10,10,1,3,1,4,1,1,1,0
2,1,4,0,1,0,0,0,1,0,1,1,0,3,4,0,1,0,1,1,1,0,1
4,1,9,1,3,2,0,0,8,0,4,3,1,12,12,0,3,1,4,1,1,1,0
4,2,1,2,5,1,0,0,3,0,0,3,1,5,8,0,3,0,2,4,3,0,1
4,1,6,1,2,1,0,0,4,0,2,2,1,6,6,0,2,0,2,1,1,0,0
3,2,2,1,3,1,0,0,1,0,0,2,1,5,6,0,2,0,1,4,2,1,1
3,1,2,2,4,1,1,0,7,0,2,3,2,5,6,0,2,1,4,1,3,0,1
3,1,7,2,7,1,1,0,10,0,5,4,2,12,13,0,4,1,5,2,2,2,1
2,2,1,1,3,1,0,0,7,0,2,3,2,5,7,0,2,1,4,2,3,3,0
4,1,4,2,5,1,1,0,7,0,2,3,1,8,8,0,3,0,4,1,2,1,0
6,3,5,1,1,1,0,0,3,0,1,3,1,4,6,1,3,1,3,3,3,3,1
3,1,3,2,4,1,0,0,7,0,2,3,2,5,6,1,2,0,4,1,2,1,1
5,1,7,1,1,1,0,0,4,0,1,2,1,3,5,1,2,1,3,1,2,0,0
2,1,5,1,2,1,0,0,4,0,1,2,1,5,6,1,2,0,2,1,1,0,1
2,2,1,1,1,1,0,0,2,0,0,2,1,4,5,0,2,1,2,3,2,2,0
4,1,7,2,6,1,0,0,7,0,3,3,2,8,10,1,3,0,3,2,2,1,0
3,1,7,0,1,1,0,1,3,0,2,2,0,4,4,0,1,1,2,1,1,3,1
5,1,0,2,6,1,1,0,10,0,2,4,3,8,8,0,4,1,6,2,5,0,0
8,2,5,2,4,1,0,0,9,0,2,4,2,4,5,1,4,1,6,1,4,1,1
1,0,3,1,3,1,0,0,7,0,2,3,2,7,8,0,2,1,4,1,2,3,1
6,1,7,2,3,1,0,1,8,0,2,3,1,5,5,1,3,1,4,1,2,1,1
3,1,5,1,4,1,0,0,6,0,3,3,1,10,11,0,3,0,4,2,2,1,0
3,1,2,1,2,1,0,0,3,0,1,2,1,5,5,0,2,0,3,2,2,0,1
3,1,6,1,1,0,0,0,3,0,1,2,0,3,4,1,1,0,2,0,1,1,1
6,1,12,1,1,1,0,1,4,1,2,2,1,5,6,1,2,1,2,1,1,1,1
6,2,11,1,0,1,0,0,3,0,2,2,1,4,5,1,2,1,2,1,1,0,1
2,0,4,1,2,0,0,0,4,0,2,2,1,4,5,0,2,0,2,0,1,1,1
3,2,4,1,2,1,0,0,1,1,0,3,1,5,8,1,2,0,2,4,3,2,1
2,0,2,1,3,1,0,0,5,0,2,2,1,6,6,0,2,0,3,1,2,1,1
3,1,0,1,3,1,0,0,4,0,1,2,1,5,5,0,2,0,3,2,2,0,0
1,1,2,1,4,1,0,0,1,0,0,2,1,5,6,0,2,0,1,4,2,1,0
5,1,2,2,5,1,1,0,7,0,2,3,1,7,7,0,3,0,4,1,3,0,1
4,2,5,0,0,1,0,0,3,0,1,2,0,3,4,0,2,1,2,2,2,2,0
6,3,1,2,4,2,1,0,8,0,2,4,2,6,8,0,4,1,6,2,5,2,1
4,1,3,1,3,1,0,0,6,0,1,3,1,5,7,0,2,0,4,2,3,1,0
6,2,6,1,5,1,0,0,5,0,2,3,1,9,9,0,3,0,3,3,1,1,0
2,2,3,2,3,2,0,0,8,0,3,3,2,9,10,0,3,1,5,2,3,5,1
1,1,5,1,1,1,0,0,5,0,2,2,1,6,6,0,2,1,3,1,1,2,0
5,1,11,1,0,1,1,1,5,1,2,3,1,6,7,1,2,1,3,0,2,0,0
3,2,0,1,4,1,1,0,6,0,1,3,2,4,5,0,2,1,4,2,3,1,0
2,2,2,1,4,1,0,0,3,0,2,2,1,7,9,0,3,0,3,3,3,2,0
3,0,3,1,3,1,0,0,6,0,1,2,1,5,5,0,2,0,3,0,2,1,1
4,0,6,1,4,1,0,0,6,1,2,3,1,6,7,1,3,0,3,1,2,1,1
5,1,4,2,5,1,0,0,9,0,2,4,3,6,7,1,3,1,6,2,3,1,0
6,3,5,2,2,2,0,0,8,0,2,4,1,7,10,0,3,1,6,3,4,4,0
2,1,4,1,2,1,0,0,5,0,2,2,1,4,5,1,2,1,3,1,1,2,1
2,1,4,1,2,1,0,0,4,0,2,2,1,6,7,0,2,1,3,1,1,2,0
3,0,8,1,2,0,0,0,5,0,2,2,1,5,7,1,2,0,2,1,0,0,0
4,2,5,1,3,1,0,0,1,0,0,2,1,3,6,1,2,1,1,4,2,0,0
2,1,4,1,1,1,0,0,2,0,1,2,0,5,6,0,2,0,2,2,2,1,1
5,2,4,1,2,1,0,0,5,0,1,3,1,5,6,0,2,1,4,1,3,0,1
2,1,0,1,3,1,1,0,5,0,1,2,1,5,5,0,2,0,3,1,2,1,1
2,2,4,1,3,1,0,0,7,0,2,3,2,8,10,0,3,1,5,3,3,6,0
3,1,1,1,3,1,0,0,4,0,1,2,1,4,5,0,2,0,3,2,3,0,1
3,1,9,0,0,1,0,0,4,0,2,2,1,4,6,0,2,1,2,1,1,2,1
4,1,6,1,2,1,0,0,4,1,2,2,1,7,7,0,2,1,3,1,1,1,0
3,1,0,1,2,1,0,0,4,0,0,2,1,3,4,0,2,1,3,2,3,1,1
3,1,5,1,3,1,0,0,3,0,2,2,1,7,8,0,2,0,2,3,1,0,1
2,2,2,1,4,1,0,0,2,0,1,2,1,6,8,0,3,0,1,4,2,1,0
3,1,2,2,5,1,1,0,9,0,3,3,2,7,8,0,3,1,5,2,3,1,0
6,1,8,1,3,1,0,0,7,0,2,3,1,7,7,1,3,0,4,1,1,1,0
3,3,1,1,6,1,1,1,0,1,1,3,1,7,10,0,3,0,1,7,4,2,1
4,1,3,2,4,1,0,0,5,0,1,3,1,4,5,1,2,1,3,2,3,1,0
4,2,3,1,2,1,0,0,7,0,2,3,1,4,5,0,2,1,5,2,3,2,0
4,3,4,1,5,1,0,1,0,1,0,3,1,6,8,1,3,0,1,6,3,1,1
6,2,2,1,2,1,0,0,6,0,1,3,1,4,5,0,3,1,5,1,3,0,0
7,2,14,1,0,1,1,1,6,0,2,3,1,4,7,1,2,1,4,2,2,1,0
1,0,3,1,3,1,0,0,5,0,2,2,1,5,6,0,2,0,2,1,1,0,1
5,3,1,2,3,1,0,0,9,0,1,4,2,6,7,0,3,1,6,2,4,2,0
3,1,4,1,4,1,0,0,7,0,2,3,2,7,8,0,3,1,4,2,2,0,0
5,1,6,1,1,1,0,0,6,0,2,3,1,5,5,1,2,0,3,0,2,1,0
3,3,1,1,6,1,0,1,1,0,0,3,1,6,8,0,3,0,2,6,3,2,1
5,2,1,2,5,1,1,0,6,0,1,4,2,5,6,0,3,1,5,2,4,0,1
4,1,10,1,1,1,0,0,5,0,3,2,1,6,7,0,2,1,3,1,1,2,0
2,1,3,1,3,1,0,0,7,0,2,2,1,6,7,0,2,1,4,1,2,3,1
5,2,1,2,5,1,1,0,6,0,1,4,2,6,7,0,3,0,5,3,4,0,1
5,4,0,2,7,2,0,1,4,0,0,4,2,9,12,0,4,1,4,7,5,3,0
8,2,4,2,3,1,1,0,6,0,1,4,1,4,4,0,3,1,4,1,3,2,0
3,1,2,1,2,1,0,0,4,0,1,2,1,4,5,0,2,0,3,1,1,0,0
2,1,4,1,3,1,0,0,4,0,2,2,1,5,6,0,2,0,2,1,1,0,1
2,2,2,1,1,1,0,0,4,0,1,2,1,4,5,0,2,1,3,2,3,4,1
2,1,4,0,2,0,0,0,2,0,1,1,1,3,5,0,1,0,1,2,1,0,1
7,3,5,1,1,1,0,0,6,0,1,3,1,2,4,1,3,1,5,1,4,1,1
1,2,2,1,3,1,0,1,1,0,0,2,1,4,6,0,2,0,1,5,2,2,1
2,1,2,0,1,1,0,0,2,0,0,2,1,3,6,0,1,1,2,3,2,2,0
2,1,2,2,5,1,1,0,8,0,2,3,2,8,8,0,3,1,4,1,2,1,1
4,2,4,1,5,1,0,0,2,1,1,3,1,6,8,0,3,0,1,5,2,0,0
3,2,3,1,4,0,0,0,2,0,0,2,1,4,7,1,2,0,1,4,2,0,0
3,3,3,1,3,1,0,1,0,1,1,2,1,4,6,1,2,1,2,5,3,2,0
5,3,4,4,10,3,0,0,21,1,6,7,6,16,19,0,7,3,13,6,9,9,0
7,3,2,3,6,1,1,0,12,0,2,5,3,5,7,0,4,1,8,2,6,0,1
4,1,4,1,5,1,1,0,7,0,2,3,2,6,6,0,3,0,4,1,2,1,0
3,2,0,1,2,1,0,0,3,0,1,2,1,3,4,0,2,1,3,2,2,1,1
3,1,1,1,2,1,1,0,4,0,1,2,1,3,4,0,2,1,3,1,2,0,0
3,1,5,1,2,1,0,0,3,0,1,2,1,6,7,0,2,0,2,2,1,1,0
6,1,5,2,5,1,1,1,8,0,2,4,2,8,8,1,3,1,4,1,2,2,0
4,2,4,1,5,1,0,0,2,1,1,3,1,5,7,1,2,0,2,4,2,0,1
4,2,2,2,7,1,1,0,11,0,3,4,3,7,9,0,4,1,7,3,4,1,0
4,3,3,1,1,1,0,0,4,0,0,3,1,4,7,0,2,1,4,3,4,4,0
6,2,2,2,4,1,1,0,7,0,1,4,2,4,5,0,3,1,5,1,3,1,0
2,1,2,1,4,1,0,0,6,0,2,2,1,6,7,0,2,0,4,1,3,1,1
6,1,1,2,5,1,1,0,9,0,1,4,2,6,6,0,3,1,6,1,4,1,1
4,1,5,1,2,1,0,0,6,0,2,3,1,5,5,1,2,0,4,1,2,0,0
4,1,4,2,6,1,1,0,12,0,4,4,3,9,10,0,4,1,6,2,4,2,1
7,2,1,2,4,1,1,0,9,0,1,4,2,5,6,0,4,1,6,2,5,0,1
2,1,4,0,1,1,0,0,2,0,1,1,1,3,5,0,1,1,2,1,1,2,1
2,1,3,1,1,0,0,0,2,0,1,2,1,4,5,0,1,1,2,2,2,2,0
6,2,10,1,0,1,0,1,6,0,2,3,1,4,6,1,2,1,4,1,2,1,0
3,1,0,1,2,1,0,0,3,0,0,2,1,4,5,0,2,0,3,3,2,1,1
4,2,3,1,0,1,0,0,5,0,1,2,1,4,6,0,2,1,4,2,3,4,0
2,1,4,0,1,0,0,0,2,0,1,1,1,3,4,0,1,0,1,2,1,0,0
3,1,3,1,3,1,0,0,2,0,1,2,1,4,5,0,2,0,2,2,1,0,0
3,1,6,1,1,0,0,0,3,0,1,1,1,3,4,1,1,0,2,1,1,0,1
2,0,3,0,1,1,0,0,3,0,1,1,1,3,3,0,1,0,2,0,1,1,0
2,2,1,1,3,1,0,0,1,0,0,2,1,3,5,0,2,0,1,4,2,2,1
8,3,4,3,6,1,1,0,9,0,2,5,2,7,9,1,4,1,6,3,4,1,0
2,1,5,1,3,1,0,0,6,0,3,2,2,7,8,0,2,1,3,1,1,2,0
4,2,5,1,0,1,0,0,2,0,1,2,0,3,4,1,1,1,2,2,2,2,1
5,1,5,1,3,1,0,0,6,0,2,3,1,6,6,1,3,0,4,1,2,1,1
2,1,1,1,1,1,0,0,3,0,0,2,1,4,5,0,2,0,2,2,2,1,1
8,3,5,2,2,2,0,0,8,0,2,4,2,6,7,0,3,1,6,2,4,3,0
5,2,3,1,4,1,0,0,4,0,1,3,2,4,6,1,2,1,3,3,2,1,1
3,2,0,1,3,1,0,0,5,0,1,3,2,4,5,0,2,1,4,2,3,1,0
4,2,11,0,1,1,0,1,4,0,2,2,1,4,5,1,1,1,2,1,1,3,1
8,4,1,3,8,2,1,0,10,0,1,6,4,7,10,0,5,1,8,5,7,0,0
3,1,4,1,2,1,0,0,4,1,1,2,1,5,6,0,2,0,3,1,2,1,1
6,2,4,1,1,1,0,0,6,0,1,3,1,4,5,1,2,1,4,1,3,0,1
3,1,0,2,3,1,0,0,7,0,1,3,2,4,5,0,2,1,5,1,4,1,1
7,1,11,2,3,1,0,1,6,1,3,3,1,8,10,1,3,1,4,1,2,1,0
3,2,5,1,2,1,0,0,1,1,0,2,1,5,7,1,2,1,1,4,2,2,1
6,1,8,1,4,1,0,0,4,1,2,3,1,6,8,1,3,0,2,3,1,2,0
5,1,3,1,3,1,0,0,7,0,2,3,1,5,6,0,3,0,4,1,3,0,1
4,2,2,1,1,1,0,0,3,0,0,2,1,2,4,0,2,0,3,1,3,1,1
8,3,1,3,7,2,1,0,14,0,2,6,4,6,9,0,5,2,9,3,7,0,0
7,3,2,2,7,2,1,0,8,0,2,5,2,11,12,0,4,1,6,4,5,1,0
2,1,3,1,3,1,0,0,6,0,2,2,1,5,7,0,2,1,4,1,2,2,0
6,1,7,1,4,1,1,0,6,1,3,4,1,9,9,0,3,0,3,2,2,2,0
3,1,6,1,5,1,0,0,5,0,3,3,1,10,11,0,3,1,3,2,2,1,0
3,1,7,0,1,0,0,0,2,0,1,2,0,4,5,1,1,1,1,1,1,0,0
3,2,6,1,3,1,0,0,3,1,2,2,1,7,9,1,2,1,2,3,1,1,0
3,1,4,1,2,1,0,0,4,0,1,2,1,4,5,0,2,0,2,1,1,0,1
2,1,6,0,0,1,0,0,3,0,2,2,1,3,4,1,1,1,2,1,1,1,1
3,1,0,1,3,1,0,0,7,0,1,3,2,5,6,0,2,1,5,2,4,3,1
3,2,3,1,3,1,0,0,1,0,0,2,1,4,7,0,2,0,1,4,2,1,0
3,1,3,1,2,1,0,0,5,0,2,2,1,5,7,0,2,0,3,1,2,1,0
4,3,4,1,7,1,1,1,0,1,0,3,2,8,12,1,4,1,1,8,3,2,0
3,2,2,1,5,1,0,0,2,0,1,2,1,6,8,0,3,0,1,4,2,0,1
3,2,0,1,2,1,1,0,5,0,1,2,1,4,5,0,2,1,4,2,3,2,0
